"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Gambia, The","GMB",180762676,0.496558394070504,2,48,2,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,5,1,1,1,4,2,,1,0,4,4,4,4,1,5,1,1,1,0
"Gambia, The","GMB",116822573,1.87877911757088,1,33,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,3,2,3,3,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Gambia, The","GMB",192766570,0.220205562269706,2,62,2,3,1,2,1,1,0,1,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,1,2,2,5,1,2,1,0
"Gambia, The","GMB",210512025,0.939389558785442,1,26,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",114960103,0.504958184000407,1,33,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,4,5,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,2,1,3,,0,0,4,4,4,4,2,3,1,2,0,0
"Gambia, The","GMB",116733516,0.777770637946124,2,26,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,3,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",129328115,0.574275619511349,2,35,2,5,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,1,4,3,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",195892622,1.46226374371639,1,23,2,2,1,2,1,1,0,,,1,2,,1,2,2,,,,2,,2,,2,,,,,,,,,,2,2,1,1,2,2,,,,,1,3,,2,2,2,,,,2,2,,1,1,2,1,1,8,,,1,2,3,3,1,2,1,2,1,2,2,,,1,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,1,1,1,2,1,,1,1,4,4,3,4,2,3,1,1,1,1
"Gambia, The","GMB",198212569,0.185539238362971,2,30,2,5,1,2,1,1,0,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,3,1,3,2,2,1,,1,1,1,4,4,4,2,5,1,1,1,0
"Gambia, The","GMB",149315565,1.83015140432104,1,70,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",147148702,0.455225219682731,1,47,2,3,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,3,2,1,4,2,,0,1,1,4,4,4,2,5,1,1,1,0
"Gambia, The","GMB",186034659,0.487479994716934,1,25,2,5,2,1,1,1,1,2,2,2,,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,1,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,1,,,1,1,2,2,1,,1,1,2,1,4,1,,1,0,4,1,4,2,4,5,1,1,1,0
"Gambia, The","GMB",162212144,1.2691150613529,1,20,2,2,2,1,1,1,0,2,2,1,1,2,1,2,2,,,,1,2,1,2,1,,,,,,,,,,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,4,5,1,1,1,0
"Gambia, The","GMB",185479136,0.869146677456653,2,25,2,2,1,2,1,1,1,2,2,1,2,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,2,2,,,,1,1,1,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,1,4,1,,1,0,4,4,4,4,1,5,1,1,1,0
"Gambia, The","GMB",131651548,1.98055083180137,1,24,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,1,2,1,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",171133972,1.00991636800081,1,30,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,4,1,2,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",159535182,1.36410911582267,1,30,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Gambia, The","GMB",127912493,1.25072747592356,1,26,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,2,1,1,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,2,1,1,0,0
"Gambia, The","GMB",117294043,0.513696660853838,1,44,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,0,0,4,4,4,2,4,2,1,1,0,0
"Gambia, The","GMB",154369774,0.642430339065979,2,24,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,3,1,1,0,0
"Gambia, The","GMB",159558720,1.17916340483022,2,26,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,3,3,2,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,2,,0,1,4,4,4,4,2,2,1,2,0,0
"Gambia, The","GMB",166225491,2.38335010287517,1,,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",126028082,3.00106912418754,2,18,1,4,1,2,1,1,0,2,2,2,,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,1,,2,1,2,1,,2,3,3,1,1,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,4,4,1,1,,1,1,2,4,4,4,4,1,1,1,1,0
"Gambia, The","GMB",116025813,0.524223807400038,2,40,3,5,2,2,1,1,0,2,2,2,,,1,2,2,,,,1,2,2,,1,,,,,,,,,,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,1,1,0
"Gambia, The","GMB",127335319,1.19167505143759,1,15,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",116024465,0.566983006858019,1,27,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",199950794,0.859753085390886,2,39,1,3,1,1,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,1,4,4,2,4,5,1,2,1,0
"Gambia, The","GMB",183025859,0.519309268659036,1,27,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,2,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,3,,0,0,4,4,4,4,1,4,1,1,0,0
"Gambia, The","GMB",171557438,0.673485975234834,2,23,1,5,1,1,1,1,0,,,2,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,1,2,2,1,2,2,,,,,2,,,2,1,2,,,,1,2,,2,2,2,1,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,1,1,3,1,4,4,4,5,1,1,1,0
"Gambia, The","GMB",132689635,0.604582889783076,1,25,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,,,,,2,,,1,2,2,,,,2,2,,2,1,2,2,,4,1,1,2,,,,1,2,1,2,1,2,2,,,2,1,2,2,2,1,,,2,2,,,,,1,3,2,2,1,,1,1,1,1,2,1,,0,1,2,4,4,2,3,3,1,1,0,0
"Gambia, The","GMB",155935455,0.843918759268575,2,29,1,2,1,2,1,1,0,2,2,2,,,1,1,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,2,1,,2,2,2,1,,3,2,2,1,2,1,1,2,,,,1,2,2,,,2,1,1,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,2,4,4,4,3,2,1,1,1,0
"Gambia, The","GMB",148611846,0.364959845247662,1,18,2,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,6,1,1,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,1,4,4,4,4,1,5,1,1,0,0
"Gambia, The","GMB",146468848,0.644178728706777,2,40,2,4,1,2,1,1,0,2,1,1,2,,1,1,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,3,2,1,1,1,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,3,2,2,3,2,2,,1,0,4,1,4,4,4,1,1,1,1,0
"Gambia, The","GMB",157698170,0.554227625304055,1,23,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,1,0,4,4,4,4,4,1,1,1,0,0
"Gambia, The","GMB",201307367,0.838961663681973,2,21,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,4,4,2,1,,0,0,4,4,4,4,4,2,1,1,0,0
"Gambia, The","GMB",111846412,0.381164022896684,2,44,2,2,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,3,2,,0,1,1,4,4,4,4,1,1,1,1,0
"Gambia, The","GMB",122832104,0.253401920459907,2,39,2,4,1,2,1,1,0,2,1,2,,,2,1,2,,,,2,,2,,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,3,2,,1,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",133703062,0.530310209880254,2,35,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Gambia, The","GMB",192777119,0.227578495428312,2,24,2,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,1,1,1,0,0
"Gambia, The","GMB",162802468,0.986909428861886,1,53,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,0,4,4,4,2,2,1,1,1,0,0
"Gambia, The","GMB",159389751,1.7341580509607,2,65,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,1,1,1,2,2,,1,0,4,4,4,2,4,5,1,1,0,0
"Gambia, The","GMB",130493805,1.53390324502231,1,15,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,4,2,4,3,2,2,0,0
"Gambia, The","GMB",132731988,0.350575653795396,1,25,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",113269571,0.457501071203679,1,35,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,8,,,2,,,,2,,,,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,5,1,1,0,0
"Gambia, The","GMB",192135489,1.83015140432104,1,60,1,1,1,2,1,1,0,2,2,3,,,2,2,2,,,,2,,2,,1,,,,,,,,,,3,3,2,1,2,1,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,3,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,4,4,2,1,,1,0,4,4,4,4,4,5,1,2,0,0
"Gambia, The","GMB",129356863,2.78291597298618,1,33,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Gambia, The","GMB",164348148,1.15269283466209,1,33,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,5,2,1,2,,,,1,2,1,2,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,1,3,1,2,0,0
"Gambia, The","GMB",165898949,0.334182617886444,1,19,2,5,1,2,1,1,1,,,1,1,1,2,2,2,,,,2,,2,,2,,,,,,,,,,2,3,2,2,2,1,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,1,,5,2,1,2,,,,1,1,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,3,2,4,2,2,2,,0,1,1,4,4,4,4,1,1,1,1,1
"Gambia, The","GMB",119445259,0.377988671238679,1,30,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,3,2,2,1,,1,1,1,1,3,1,,1,1,2,4,4,2,4,5,1,1,0,0
"Gambia, The","GMB",185717664,0.670235424885137,2,46,2,4,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,2,2,,,,,,,,,,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",127995444,0.569044037441362,2,58,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,1,2,,1,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",150082153,0.513189918598226,1,35,2,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Gambia, The","GMB",121332068,1.30176517308183,2,55,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,1,1,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,0,4,4,4,4,4,1,1,1,0,0
"Gambia, The","GMB",190487402,1.0370275172615,2,31,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,3,1,1,2,1,2,1,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,0,1,2,4,4,4,4,5,2,1,0,0
"Gambia, The","GMB",123937942,0.476923443434495,2,57,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,2,0,0
"Gambia, The","GMB",203980646,0.54390645486553,1,17,2,4,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,2,3,2,1,2,1,2,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,1,0,4,4,4,4,4,2,1,1,0,0
"Gambia, The","GMB",121985975,2.34847389696361,1,30,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,1,7,,,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,3,1,2,0,0
"Gambia, The","GMB",126438349,0.45559071603454,2,40,2,3,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,2,2,,2,,,,,,,,,,1,1,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,1,4,4,4,2,1,1,1,1,0
"Gambia, The","GMB",128589986,1.76735364400142,1,31,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,2,1,,0,0,4,4,4,4,4,1,1,1,0,0
"Gambia, The","GMB",169979239,0.838961663681973,2,22,2,3,1,2,1,1,0,2,2,2,,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,3,2,,,,1,1,,2,2,2,2,,1,3,3,3,,,,1,1,,,2,,,,,,1,1,1,2,,,1,1,2,1,2,,,2,,,,,,1,2,3,1,2,1,,1,0,1,1,4,4,4,1,1,1,1,0
"Gambia, The","GMB",192972665,0.833818317282372,1,27,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",115540282,0.517121768621215,2,42,1,4,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,1,2,1,2,2,,,,1,1,2,3,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,1,3,1,1,1,0
"Gambia, The","GMB",123743654,1.83015140432104,1,55,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,0,4,4,4,2,4,5,1,2,0,0
"Gambia, The","GMB",170736456,3.00106912418754,2,42,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,0,4,4,4,2,2,5,1,1,0,0
