"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13_1a","fin13_1b","fin13_1c","fin13_1d","fin13_1e","fin13_1f","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Gambia, The","GMB",181968150,0.343788084416766,2,43,1,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,1,1,,,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,1,4,4,4,2,1,1,1,1,0
"Gambia, The","GMB",146948427,0.185539238362971,1,32,2,5,1,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,1,1,2,,,,1,2,2,2,2,,,,,,1,2,1,2,,,2,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,1,0,1,4,4,2,4,4,1,1,1,0
"Gambia, The","GMB",140350351,0.493454714430943,1,49,1,3,1,2,1,1,0,,,1,2,,2,2,2,,,,2,,1,2,2,,,,,,,,,,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,3,1,2,0,0
"Gambia, The","GMB",170513053,2.65547250637217,2,20,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,2,,1,0,4,4,4,4,4,5,1,2,0,0
"Gambia, The","GMB",153458599,1.6432884650917,1,35,1,1,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,1,1,2,,,,,,,,,,2,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,1,1,2,1,,0,1,4,4,4,2,4,5,1,2,0,0
"Gambia, The","GMB",120822314,0.686251606805519,1,40,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,2,3,3,1,,1,0,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",164235940,0.300946412242988,2,24,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,1,2,,,,1,2,,2,1,2,1,,3,3,3,1,2,2,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,1,1,4,3,,1,1,4,4,4,4,4,2,1,1,0,0
"Gambia, The","GMB",207581026,0.611051130192466,1,27,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",150980980,1.11504200623278,1,16,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,1,7,,,1,1,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,3,1,2,1,,1,1,4,4,4,2,4,1,1,2,0,0
"Gambia, The","GMB",210924079,0.684834935909055,2,53,3,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,1,1,,0,0,4,4,4,2,2,1,1,1,0,0
"Gambia, The","GMB",139384690,0.663500790178889,1,58,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,2,1,,0,1,4,4,4,2,2,5,1,1,0,0
"Gambia, The","GMB",185186442,0.53394818520159,1,50,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,1,3,2,1,2,1,2,2,1,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,1,4,4,4,2,4,5,1,2,0,0
"Gambia, The","GMB",202545546,2.08282427693092,2,90,1,2,1,2,1,1,0,1,2,1,1,1,1,1,2,,,,1,1,2,,1,,,,,,,,,,1,1,1,1,2,2,,,,,2,1,,1,1,1,2,1,,1,1,,2,2,2,1,,1,3,2,1,2,1,2,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,2,3,1,1,1,1
"Gambia, The","GMB",150997374,1.03093508776534,1,62,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,0,4,4,4,4,4,2,1,1,0,0
"Gambia, The","GMB",209293883,0.755977342477359,1,33,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,3,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,1,0,4,4,4,2,4,1,1,2,0,0
"Gambia, The","GMB",203406145,1.66763663456474,1,34,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,1,2,2,,0,0,4,4,4,4,4,3,1,1,0,0
"Gambia, The","GMB",161406290,1.33805040747933,1,23,1,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,0,0,4,4,4,2,2,3,1,1,0,0
"Gambia, The","GMB",190388941,1.0313642532503,2,42,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,0,4,4,4,2,4,5,1,1,0,0
"Gambia, The","GMB",179846077,1.10312041275628,1,18,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,2,,1,0,4,4,4,4,4,1,1,2,0,0
"Gambia, The","GMB",156569254,1.65875197544722,1,69,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,4,2,1,,0,1,4,4,4,2,2,1,1,1,0,0
"Gambia, The","GMB",188717615,1.02608476370937,1,24,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,2,2,3,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,8,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",190253175,1.94968499162185,1,20,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,1,2,1,2,2,1,1,1,2,,,,,2,,,2,2,2,,,,1,2,,2,2,1,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,3,1,3,,1,1,2,4,4,4,2,5,1,1,0,0
"Gambia, The","GMB",191454493,0.917749126906264,2,16,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,1,4,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",191162477,0.882576217778742,1,17,2,5,2,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,1,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,4,4,4,4,1,5,1,2,1,0
"Gambia, The","GMB",194962704,1.19167505143759,1,19,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,4,5,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,4,1,,1,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",151941388,1.87915657201282,2,70,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,2,1,2,2,2,3,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,2,2,2,2,1,,0,1,4,4,4,2,2,5,1,2,0,0
"Gambia, The","GMB",203977634,0.62922124776148,2,21,2,4,2,2,1,1,1,2,2,2,,,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,4,2,,,,2,,,,2,,,,,,1,1,1,1,,,3,2,2,,,,,2,,,,,,2,1,3,1,2,2,,1,0,1,4,4,4,4,5,1,1,1,0
"Gambia, The","GMB",156908776,1.81881215443023,1,25,1,2,1,1,1,1,0,,,2,,,,,,,,,,,,,,,1,2,2,2,1,2,2,1,2,1,1,2,2,1,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,5,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,1,1,4,1,4,4,4,4,1,1,1,0
"Gambia, The","GMB",111127177,1.00943422060026,1,20,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",171697803,0.256524125642977,2,39,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,3,2,1,2,1,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,2,4,4,4,2,5,1,1,0,0
"Gambia, The","GMB",210467874,0.276962195354743,2,24,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,2,4,4,4,2,5,1,1,0,0
"Gambia, The","GMB",151585029,0.599378161366252,1,20,2,4,1,1,1,1,0,2,2,2,,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,1,1,,1,2,2,2,2,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,0,4,4,4,2,4,5,1,1,0,0
"Gambia, The","GMB",111450940,1.22318888393342,2,36,2,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,2,2,1,1,1,1,2,,,,,,,,,,,2,,,1,2,2,,,,1,2,2,2,1,2,1,,2,1,1,2,,,,1,2,1,1,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,3,1,4,2,,1,1,4,4,4,2,4,2,1,1,0,0
"Gambia, The","GMB",131227251,1.79283825051476,1,30,2,5,1,2,1,1,0,1,1,2,,,2,2,2,,,,1,2,2,,1,,,,,,,,,,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,1,,1,2,2,1,1,2,2,1,2,,,,2,,,,1,2,2,,,1,1,1,1,2,,,1,2,2,,,,,2,,,,,,1,3,3,3,,3,,1,1,1,4,4,4,2,5,1,2,1,0
"Gambia, The","GMB",150664022,0.595837525718793,1,22,2,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,2,2,1,1,0,0
"Gambia, The","GMB",184572976,0.998864337053811,2,45,2,4,1,2,1,1,1,,,2,,,,,,,,,,,,,,,1,3,2,2,2,1,2,2,1,3,2,1,2,2,,,,,2,,,2,2,2,,,,1,1,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,1,1,1,,,1,2,2,,,,,2,,,,,,1,1,1,1,1,1,,1,1,1,4,4,4,4,5,1,2,1,0
"Gambia, The","GMB",198565732,1.7956483364914,1,15,1,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,1,2,2,2,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,1,1,,0,1,4,4,4,4,3,4,2,2,0,0
"Gambia, The","GMB",157278333,0.383475811255577,1,19,2,1,2,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,4,1,,0,0,4,4,4,4,4,4,1,1,0,0
"Gambia, The","GMB",186921862,0.185539238362971,1,42,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,5,2,2,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,1,3,2,2,1,,1,1,1,1,4,1,,0,1,4,2,4,2,2,3,2,2,0,0
"Gambia, The","GMB",135399195,0.894776657975717,1,53,1,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,3,2,1,2,2,2,2,2,1,2,1,,,,,2,,,2,1,2,,,,2,2,,2,2,2,2,,7,,,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,3,2,2,0,0
"Gambia, The","GMB",121390860,2.89026341826784,2,68,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,3,1,1,1,,0,1,4,4,4,4,4,5,1,2,0,0
"Gambia, The","GMB",158702777,0.185539238362971,1,27,1,5,1,1,1,1,0,2,2,2,,,2,2,2,,,,2,,1,1,1,,,,,,,,,,1,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,1,,2,1,2,1,,5,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,3,2,2,1,,1,1,1,1,1,1,,1,1,4,4,4,2,2,3,1,1,0,0
"Gambia, The","GMB",142297733,1.81881215443023,1,29,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,1,2,1,2,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",152745712,0.849401005528801,2,31,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,1,,5,1,1,2,,,,1,2,1,1,1,2,2,,,2,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,2,1,2,,0,1,4,3,4,4,3,2,1,1,0,0
"Gambia, The","GMB",165836260,1.11504200623278,1,20,1,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,0,0,4,4,4,2,4,5,1,1,0,0
"Gambia, The","GMB",187835904,1.68474541434308,2,18,1,3,1,1,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,3,1,3,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,4,1,,1,1,2,4,4,2,4,3,1,1,0,0
"Gambia, The","GMB",138315030,0.835456544716109,1,20,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,1,2,2,2,2,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,4,4,,2,,1,1,4,4,4,4,4,3,1,1,0,0
"Gambia, The","GMB",117019401,1.25072747592356,1,30,1,1,1,2,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,1,,1,2,2,2,2,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,3,2,,1,0,4,4,4,4,4,5,2,2,0,0
"Gambia, The","GMB",145670660,0.566423699644864,1,32,2,3,1,2,1,1,0,2,2,2,,,2,2,2,,,,1,1,1,2,1,,,,,,,,,,1,2,1,1,2,2,,,,,2,,,2,2,1,2,1,,1,1,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,1,4,1,,1,0,4,4,4,4,2,1,1,1,1,0
"Gambia, The","GMB",180233968,0.349482538266692,2,40,3,2,1,2,1,1,0,1,1,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,3,3,2,,,,2,,,,1,1,1,2,,,1,1,1,2,,,3,2,2,,,,,2,,,,,,2,2,2,2,4,2,,0,1,1,4,4,4,1,5,1,1,1,0
"Gambia, The","GMB",158857214,1.44406749800836,2,21,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",187864510,0.607781889568256,1,45,1,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,2,3,3,2,2,,,,1,1,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,4,2,,1,1,4,4,4,4,2,1,1,1,0,0
"Gambia, The","GMB",122849616,1.1437526780092,1,41,2,1,2,2,1,1,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,2,1,1,2,1,1,1,2,1,,,,,2,,,2,2,1,2,1,,1,2,,2,1,2,1,,1,1,1,1,2,1,2,1,1,,,2,,,,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,2,4,1,,1,1,1,4,4,4,4,1,2,2,1,0
"Gambia, The","GMB",137686493,0.373981215461271,1,30,1,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Gambia, The","GMB",115228894,0.766951622511154,1,20,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,1,2,1,2,2,3,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,2,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",206837069,0.52930524170007,2,64,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,1,1,2,2,2,3,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,3,3,2,4,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",154560222,1.21855311976366,1,18,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,1,1,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,4,4,4,4,4,2,1,1,0,0
"Gambia, The","GMB",119421920,1.57492461185347,2,35,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,1,2,1,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,3,1,2,1,,1,0,2,4,4,4,2,2,1,1,0,0
"Gambia, The","GMB",148282419,1.73829335491331,2,27,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,2,3,2,2,2,1,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,4,5,1,1,0,0
"Gambia, The","GMB",188357726,0.324986663144623,1,25,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,3,3,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,4,,1,,1,0,4,4,4,4,2,3,1,1,0,0
"Gambia, The","GMB",139331794,0.75743727600061,1,32,2,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,1,2,2,2,2,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,2,2,1,,1,1,1,2,4,2,,1,0,4,4,4,2,2,5,1,1,0,0
"Gambia, The","GMB",124453311,0.312962160157741,2,48,1,3,1,2,1,1,0,2,2,2,,,1,2,2,,,,1,2,2,,1,,,,,,,,,,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,1,4,1,,1,1,4,4,4,4,2,5,1,1,1,0
"Gambia, The","GMB",191958102,0.668365235772888,1,18,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,4,1,,1,0,4,4,4,4,4,5,1,2,0,0
"Gambia, The","GMB",184201633,0.675556982097608,2,54,1,5,1,2,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,2,1,1,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,4,5,1,2,0,0
