hh_id,survey_year,data_source,rural,agent_time_min,settlement
18813,2019,FinScope,0,45.5,33214
18836,2019,FinScope,0,,33214
18862,2019,FinScope,0,,33214
18893,2019,FinScope,0,25.5,33304
18926,2019,FinScope,0,,33304
18938,2019,FinScope,0,,33304
18962,2019,FinScope,0,,33304
18990,2019,FinScope,0,45.5,33304
19011,2019,FinScope,0,,33304
19036,2019,FinScope,0,15.0,33304
19061,2019,FinScope,0,5.0,33304
19087,2019,FinScope,1,45.5,33305
19115,2019,FinScope,1,25.5,33305
19141,2019,FinScope,1,25.5,33305
19165,2019,FinScope,1,,33305
19192,2019,FinScope,1,45.5,33305
19211,2019,FinScope,1,,33305
19236,2019,FinScope,1,45.5,33305
19262,2019,FinScope,1,45.5,33305
19291,2019,FinScope,1,,34108
19316,2019,FinScope,1,,34108
19340,2019,FinScope,1,90.0,34108
19366,2019,FinScope,1,,34108
19393,2019,FinScope,1,45.5,34108
19412,2019,FinScope,1,,34108
19436,2019,FinScope,1,,34108
19462,2019,FinScope,1,90.0,34108
19496,2019,FinScope,1,,35214
19515,2019,FinScope,1,,35214
19540,2019,FinScope,1,,35214
19564,2019,FinScope,1,90.0,35214
19597,2019,FinScope,1,,35214
19612,2019,FinScope,1,,35214
19637,2019,FinScope,1,,35214
19662,2019,FinScope,1,,35214
19687,2019,FinScope,1,,36104
19711,2019,FinScope,1,,36104
19736,2019,FinScope,1,,36104
19765,2019,FinScope,1,45.5,36104
19793,2019,FinScope,1,,36104
19815,2019,FinScope,1,,36104
19837,2019,FinScope,1,,36104
19861,2019,FinScope,1,,36104
19886,2019,FinScope,0,,36105
19914,2019,FinScope,0,5.0,36105
19936,2019,FinScope,0,5.0,36105
19966,2019,FinScope,0,,36105
19987,2019,FinScope,0,,36105
20019,2019,FinScope,0,,36105
20037,2019,FinScope,0,,36105
20061,2019,FinScope,0,,36105
20088,2019,FinScope,1,,37111
20114,2019,FinScope,1,,37111
20137,2019,FinScope,1,,37111
20165,2019,FinScope,1,,37111
20193,2019,FinScope,1,90.0,37111
20211,2019,FinScope,1,,37111
20236,2019,FinScope,1,,37111
20266,2019,FinScope,1,,37111
20290,2019,FinScope,1,,37214
20323,2019,FinScope,1,,37214
20341,2019,FinScope,1,,37214
20364,2019,FinScope,1,,37214
20398,2019,FinScope,1,,37214
20412,2019,FinScope,1,,37214
20436,2019,FinScope,1,,37214
20461,2019,FinScope,1,,37214
20489,2019,FinScope,1,,38103
20520,2019,FinScope,1,,38103
20547,2019,FinScope,1,,38103
20564,2019,FinScope,1,,38103
20593,2019,FinScope,1,,38103
20611,2019,FinScope,1,25.5,38103
20640,2019,FinScope,1,,38103
20671,2019,FinScope,1,,38103
20687,2019,FinScope,1,,40201
20723,2019,FinScope,1,,40201
20738,2019,FinScope,1,,40201
20763,2019,FinScope,1,,40201
20788,2019,FinScope,1,,40201
20814,2019,FinScope,1,,40201
20840,2019,FinScope,1,,40201
20862,2019,FinScope,1,,40201
20896,2019,FinScope,1,5.0,42103
20915,2019,FinScope,1,,42103
20937,2019,FinScope,1,5.0,42103
20980,2019,FinScope,1,210.0,42103
21000,2019,FinScope,1,,42103
21012,2019,FinScope,1,,42103
21037,2019,FinScope,1,,42103
21061,2019,FinScope,1,,42103
21091,2019,FinScope,1,,43102
21115,2019,FinScope,1,,43102
21145,2019,FinScope,1,90.0,43102
21169,2019,FinScope,1,,43102
21193,2019,FinScope,1,,43102
21211,2019,FinScope,1,,43102
21236,2019,FinScope,1,90.0,43102
21261,2019,FinScope,1,90.0,43102
21286,2019,FinScope,0,,43115
21322,2019,FinScope,0,,43115
21337,2019,FinScope,0,,43115
21361,2019,FinScope,0,,43115
21395,2019,FinScope,0,5.0,43115
21411,2019,FinScope,0,5.0,43115
21440,2019,FinScope,0,15.0,43115
21471,2019,FinScope,0,5.0,43115
21490,2019,FinScope,0,,43115
21512,2019,FinScope,1,,43201
21543,2019,FinScope,1,,43201
21572,2019,FinScope,1,,43201
21600,2019,FinScope,1,,43201
21622,2019,FinScope,1,,43201
21642,2019,FinScope,1,,43201
21689,2019,FinScope,1,,43201
21693,2019,FinScope,1,,43201
21723,2019,FinScope,1,,44206
21757,2019,FinScope,1,45.5,44206
21774,2019,FinScope,1,,44206
21805,2019,FinScope,1,,44206
21818,2019,FinScope,1,,44206
21843,2019,FinScope,1,,44206
21877,2019,FinScope,1,25.5,44206
21898,2019,FinScope,1,,44206
21920,2019,FinScope,1,,45119
21970,2019,FinScope,1,,45119
21983,2019,FinScope,1,,45119
22034,2019,FinScope,1,,45119
22054,2019,FinScope,1,90.0,45119
22077,2019,FinScope,1,25.5,45119
22102,2019,FinScope,1,90.0,45119
22135,2019,FinScope,1,,45119
22152,2019,FinScope,1,45.5,45120
22187,2019,FinScope,1,15.0,45120
22209,2019,FinScope,1,25.5,45120
22238,2019,FinScope,1,,45120
22254,2019,FinScope,1,45.5,45120
22285,2019,FinScope,1,,45120
22307,2019,FinScope,1,,45120
22329,2019,FinScope,1,,45211
22355,2019,FinScope,1,,45211
22384,2019,FinScope,1,90.0,45211
22409,2019,FinScope,1,,45211
22429,2019,FinScope,1,,45211
22454,2019,FinScope,1,,45211
22478,2019,FinScope,1,25.5,45211
22506,2019,FinScope,1,25.5,45211
22535,2019,FinScope,1,45.5,50114
22554,2019,FinScope,1,45.5,50114
22587,2019,FinScope,1,90.0,50114
22603,2019,FinScope,1,,50114
22630,2019,FinScope,1,45.5,50114
22652,2019,FinScope,1,90.0,50114
22684,2019,FinScope,1,,50114
22704,2019,FinScope,1,,50114
22727,2019,FinScope,0,15.0,50130
22755,2019,FinScope,0,,50130
22785,2019,FinScope,0,15.0,50130
22803,2019,FinScope,0,25.5,50130
22828,2019,FinScope,0,15.0,50130
22852,2019,FinScope,0,25.5,50130
22878,2019,FinScope,0,15.0,50130
22903,2019,FinScope,0,,50130
22928,2019,FinScope,1,45.5,51105
22956,2019,FinScope,1,,51105
22978,2019,FinScope,1,45.5,51105
23003,2019,FinScope,1,,51105
23028,2019,FinScope,1,,51105
23054,2019,FinScope,1,,51105
23078,2019,FinScope,1,45.5,51105
23103,2019,FinScope,1,25.5,51105
23128,2019,FinScope,1,,51202
23154,2019,FinScope,1,,51202
23179,2019,FinScope,1,,51202
23205,2019,FinScope,1,45.5,51202
23228,2019,FinScope,1,90.0,51202
23254,2019,FinScope,1,,51202
23278,2019,FinScope,1,45.5,51202
23303,2019,FinScope,1,90.0,51202
23328,2019,FinScope,1,45.5,51227
23361,2019,FinScope,1,90.0,51227
23377,2019,FinScope,1,,51227
23413,2019,FinScope,1,45.5,51227
23430,2019,FinScope,1,210.0,51227
23452,2019,FinScope,1,210.0,51227
23477,2019,FinScope,1,90.0,51227
23502,2019,FinScope,1,,51227
23529,2019,FinScope,1,90.0,52106
23557,2019,FinScope,1,45.5,52106
23578,2019,FinScope,1,,52106
23609,2019,FinScope,1,90.0,52106
23633,2019,FinScope,1,,52106
23653,2019,FinScope,1,45.5,52106
23679,2019,FinScope,1,,52106
23705,2019,FinScope,1,,52106
23735,2019,FinScope,1,,52201
23756,2019,FinScope,1,45.5,52201
23798,2019,FinScope,1,,52201
23812,2019,FinScope,1,210.0,52201
23843,2019,FinScope,1,,52201
23860,2019,FinScope,1,,52201
23885,2019,FinScope,1,45.5,52201
23909,2019,FinScope,1,,52201
23940,2019,FinScope,1,25.5,53209
23968,2019,FinScope,1,45.5,53209
23984,2019,FinScope,1,,53209
24011,2019,FinScope,1,,53209
24036,2019,FinScope,1,90.0,53209
24059,2019,FinScope,1,,53209
24084,2019,FinScope,1,,53209
24109,2019,FinScope,1,,53209
24134,2019,FinScope,1,90.0,54101
24178,2019,FinScope,1,45.5,54101
24186,2019,FinScope,1,,54101
24216,2019,FinScope,1,90.0,54101
24239,2019,FinScope,1,,54101
24265,2019,FinScope,1,90.0,54101
24294,2019,FinScope,1,45.5,54101
24309,2019,FinScope,1,,54101
24349,2019,FinScope,1,90.0,54114
24368,2019,FinScope,1,,54114
24389,2019,FinScope,1,,54114
24418,2019,FinScope,1,45.5,54114
24444,2019,FinScope,1,,54114
24474,2019,FinScope,1,,54114
24487,2019,FinScope,1,45.5,54114
24517,2019,FinScope,1,,54114
24535,2019,FinScope,1,90.0,54207
24562,2019,FinScope,1,,54207
24587,2019,FinScope,1,90.0,54207
24611,2019,FinScope,1,45.5,54207
24635,2019,FinScope,1,,54207
24660,2019,FinScope,1,45.5,54207
24685,2019,FinScope,1,,54207
24709,2019,FinScope,1,,54207
24736,2019,FinScope,1,,55118
24761,2019,FinScope,1,,55118
24796,2019,FinScope,1,,55118
24810,2019,FinScope,1,210.0,55118
24856,2019,FinScope,1,45.5,55118
24861,2019,FinScope,1,45.5,55118
24885,2019,FinScope,1,,55118
24910,2019,FinScope,1,,55118
24937,2019,FinScope,1,,55206
24971,2019,FinScope,1,90.0,55206
25002,2019,FinScope,1,,55206
25017,2019,FinScope,1,45.5,55206
25037,2019,FinScope,1,,55206
25075,2019,FinScope,1,,55206
25090,2019,FinScope,1,,55206
25113,2019,FinScope,1,,55206
25137,2019,FinScope,0,45.5,55301
25166,2019,FinScope,0,15.0,55301
25187,2019,FinScope,0,,55301
25233,2019,FinScope,0,,55301
25241,2019,FinScope,0,,55301
25263,2019,FinScope,0,,55301
25288,2019,FinScope,0,,55301
25312,2019,FinScope,0,15.0,55301
25338,2019,FinScope,0,45.5,55301
25363,2019,FinScope,0,,55301
25387,2019,FinScope,0,,55301
25412,2019,FinScope,0,5.0,55301
25442,2019,FinScope,0,15.0,55301
25462,2019,FinScope,0,,55301
25487,2019,FinScope,0,,55301
25513,2019,FinScope,0,15.0,55301
25538,2019,FinScope,0,,55301
25578,2019,FinScope,0,15.0,55301
25590,2019,FinScope,0,,55301
25615,2019,FinScope,0,5.0,55301
25644,2019,FinScope,0,25.5,55301
25662,2019,FinScope,0,15.0,55301
25699,2019,FinScope,0,,55301
25723,2019,FinScope,0,25.5,55301
25759,2019,FinScope,0,25.5,55301
25771,2019,FinScope,0,25.5,55301
25800,2019,FinScope,0,,55301
25823,2019,FinScope,0,15.0,55301
25853,2019,FinScope,0,,55301
25872,2019,FinScope,0,25.5,55301
25896,2019,FinScope,0,,55301
25923,2019,FinScope,0,,55301
25950,2019,FinScope,1,,55409
25976,2019,FinScope,1,25.5,55409
26001,2019,FinScope,1,25.5,55409
26042,2019,FinScope,1,45.5,55409
26053,2019,FinScope,1,45.5,55409
26079,2019,FinScope,1,,55409
26104,2019,FinScope,1,,55409
26131,2019,FinScope,1,45.5,55409
26162,2019,FinScope,1,,55421
26182,2019,FinScope,1,,55421
26204,2019,FinScope,1,45.5,55421
26240,2019,FinScope,1,,55421
26265,2019,FinScope,1,25.5,55421
26282,2019,FinScope,1,,55421
26302,2019,FinScope,1,45.5,55421
26333,2019,FinScope,1,25.5,55421
26353,2019,FinScope,1,,56107
26387,2019,FinScope,1,45.5,56107
26410,2019,FinScope,1,,56107
26429,2019,FinScope,1,45.5,56107
26453,2019,FinScope,1,,56107
26478,2019,FinScope,1,,56107
26503,2019,FinScope,1,,56107
26534,2019,FinScope,1,,56107
26558,2019,FinScope,1,,56204
26586,2019,FinScope,1,,56204
26604,2019,FinScope,1,,56204
26629,2019,FinScope,1,,56204
26654,2019,FinScope,1,,56204
26678,2019,FinScope,1,,56204
26702,2019,FinScope,1,,56204
26734,2019,FinScope,1,,56204
26769,2019,FinScope,1,,56222
26780,2019,FinScope,1,,56222
26804,2019,FinScope,1,,56222
26827,2019,FinScope,1,,56222
26861,2019,FinScope,1,,56222
26887,2019,FinScope,1,,56222
26913,2019,FinScope,1,,56222
26940,2019,FinScope,1,,56222
26956,2019,FinScope,1,,61202
26993,2019,FinScope,1,,61202
27014,2019,FinScope,1,,61202
27029,2019,FinScope,1,,61202
27058,2019,FinScope,1,,61202
27084,2019,FinScope,1,,61202
27103,2019,FinScope,1,,61202
27127,2019,FinScope,1,,61202
27157,2019,FinScope,1,,62101
27180,2019,FinScope,1,,62101
27205,2019,FinScope,1,90.0,62101
27258,2019,FinScope,1,45.5,62101
27266,2019,FinScope,1,,62101
27285,2019,FinScope,1,,62101
27310,2019,FinScope,1,,62101
27335,2019,FinScope,1,,62101
27361,2019,FinScope,1,,63120
27389,2019,FinScope,1,,63120
27437,2019,FinScope,1,,63120
27439,2019,FinScope,1,45.5,63120
27464,2019,FinScope,1,,63120
27489,2019,FinScope,1,,63120
27518,2019,FinScope,1,,63130
27545,2019,FinScope,1,,63130
27563,2019,FinScope,0,,63142
27588,2019,FinScope,0,15.0,63142
27621,2019,FinScope,0,,63142
27643,2019,FinScope,0,,63142
27667,2019,FinScope,0,,63142
27689,2019,FinScope,0,,63142
27714,2019,FinScope,1,,63210
27739,2019,FinScope,1,,63210
27764,2019,FinScope,1,,63210
27790,2019,FinScope,1,,63210
27819,2019,FinScope,1,,63210
27838,2019,FinScope,1,,63210
27873,2019,FinScope,1,,63210
27889,2019,FinScope,1,,63213
27914,2019,FinScope,1,,63213
27949,2019,FinScope,1,,63213
27971,2019,FinScope,1,,63213
27995,2019,FinScope,1,,63213
28019,2019,FinScope,1,,63213
28042,2019,FinScope,1,,63213
28073,2019,FinScope,1,45.5,63213
28114,2019,FinScope,1,45.5,63213
28130,2019,FinScope,1,,63213
28151,2019,FinScope,1,,63213
28195,2019,FinScope,1,,64106
28222,2019,FinScope,1,,64106
28227,2019,FinScope,1,,64106
28252,2019,FinScope,1,,64106
28285,2019,FinScope,1,,64106
28307,2019,FinScope,1,,64106
28326,2019,FinScope,1,,64114
28350,2019,FinScope,1,,64114
28376,2019,FinScope,1,,64117
28401,2019,FinScope,1,,64117
28438,2019,FinScope,1,,64117
28452,2019,FinScope,1,,64117
28480,2019,FinScope,1,45.5,64117
28503,2019,FinScope,1,,64117
28525,2019,FinScope,1,,64117
28551,2019,FinScope,1,,64117
28582,2019,FinScope,1,,64201
28605,2019,FinScope,1,,64201
28630,2019,FinScope,1,,64201
28665,2019,FinScope,1,,64201
28676,2019,FinScope,1,,64201
28704,2019,FinScope,1,,64201
28725,2019,FinScope,1,,64201
28750,2019,FinScope,1,,64201
28787,2019,FinScope,1,,64303
28809,2019,FinScope,1,,64303
28826,2019,FinScope,1,,64304
28851,2019,FinScope,1,,64304
28880,2019,FinScope,1,,64304
28905,2019,FinScope,1,,64304
28925,2019,FinScope,1,90.0,64304
28951,2019,FinScope,1,,64304
28985,2019,FinScope,1,,64307
29006,2019,FinScope,1,,64307
29030,2019,FinScope,1,,64307
29051,2019,FinScope,1,,64307
29077,2019,FinScope,1,,64307
29116,2019,FinScope,1,,64307
29129,2019,FinScope,1,,64307
29157,2019,FinScope,1,,64307
29183,2019,FinScope,1,,72229
29208,2019,FinScope,1,,72229
29245,2019,FinScope,1,,72229
29255,2019,FinScope,1,,72229
29282,2019,FinScope,1,,72229
29316,2019,FinScope,1,,72229
29343,2019,FinScope,1,90.0,72229
29400,2019,FinScope,1,25.5,72229
29416,2019,FinScope,1,,73108
29432,2019,FinScope,1,,73108
29478,2019,FinScope,1,,73108
29498,2019,FinScope,1,,73108
29531,2019,FinScope,1,90.0,73108
29546,2019,FinScope,1,15.0,73108
29584,2019,FinScope,1,,73108
29604,2019,FinScope,1,,73108
29635,2019,FinScope,1,,73202
29669,2019,FinScope,1,,73202
29686,2019,FinScope,1,45.5,73202
29712,2019,FinScope,1,90.0,73202
29739,2019,FinScope,1,,73202
29754,2019,FinScope,1,15.0,73202
29779,2019,FinScope,1,25.5,73202
29804,2019,FinScope,1,45.5,73202
29832,2019,FinScope,1,,73308
29862,2019,FinScope,1,25.5,73308
29880,2019,FinScope,1,,73308
29907,2019,FinScope,1,,73308
29940,2019,FinScope,1,45.5,73308
29955,2019,FinScope,1,45.5,73308
29980,2019,FinScope,1,,73308
30020,2019,FinScope,1,25.5,73308
30032,2019,FinScope,0,45.5,74103
30059,2019,FinScope,0,,74103
30086,2019,FinScope,0,,74103
30111,2019,FinScope,0,15.0,74103
30131,2019,FinScope,0,45.5,74103
30165,2019,FinScope,0,,74103
30179,2019,FinScope,0,5.0,74103
30204,2019,FinScope,0,5.0,74103
30236,2019,FinScope,1,,74125
30265,2019,FinScope,1,25.5,74125
30287,2019,FinScope,1,,74125
30316,2019,FinScope,1,,74125
30334,2019,FinScope,1,25.5,74125
30377,2019,FinScope,1,90.0,74125
30391,2019,FinScope,1,,74125
30410,2019,FinScope,1,,74125
30435,2019,FinScope,1,,74203
30465,2019,FinScope,1,,74203
30484,2019,FinScope,1,90.0,74203
30514,2019,FinScope,1,90.0,74203
30553,2019,FinScope,1,,74203
30558,2019,FinScope,1,,74203
30586,2019,FinScope,1,,74203
30613,2019,FinScope,1,,74203
30646,2019,FinScope,1,,74208
30668,2019,FinScope,1,90.0,74208
30684,2019,FinScope,1,90.0,74208
30714,2019,FinScope,1,,74208
30740,2019,FinScope,1,,74208
30771,2019,FinScope,1,,74208
30793,2019,FinScope,1,,74208
30809,2019,FinScope,1,,74208
30835,2019,FinScope,1,,74320
30863,2019,FinScope,1,,74320
30902,2019,FinScope,1,,74320
30915,2019,FinScope,1,,74320
30938,2019,FinScope,1,,74320
30959,2019,FinScope,1,,74320
31004,2019,FinScope,1,,74320
31012,2019,FinScope,1,,74320
31013,2019,FinScope,1,25.5,74320
31039,2019,FinScope,1,210.0,74409
31088,2019,FinScope,1,,74409
31095,2019,FinScope,1,,74409
31124,2019,FinScope,1,,74409
31149,2019,FinScope,1,,74409
31171,2019,FinScope,1,,74409
31204,2019,FinScope,1,,74409
31229,2019,FinScope,1,,74409
31256,2019,FinScope,1,,74412
31294,2019,FinScope,1,,74412
31323,2019,FinScope,1,,74412
31333,2019,FinScope,1,,74412
31359,2019,FinScope,1,,74412
31380,2019,FinScope,1,,74412
31416,2019,FinScope,1,210.0,74414
31434,2019,FinScope,1,,74414
31456,2019,FinScope,1,,74414
31488,2019,FinScope,1,,74414
31519,2019,FinScope,1,,74414
31538,2019,FinScope,1,,74414
31555,2019,FinScope,1,,74414
31584,2019,FinScope,1,,74414
31605,2019,FinScope,1,210.0,74414
31630,2019,FinScope,1,,74414
31661,2019,FinScope,0,,75101
31681,2019,FinScope,0,,75101
31713,2019,FinScope,0,,75101
31733,2019,FinScope,0,,75101
31759,2019,FinScope,0,,75101
31780,2019,FinScope,0,,75101
31804,2019,FinScope,0,,75101
31837,2019,FinScope,0,25.5,75101
31871,2019,FinScope,1,,84212
31886,2019,FinScope,0,,81101
31913,2019,FinScope,0,15.0,81101
31949,2019,FinScope,0,15.0,81101
31971,2019,FinScope,0,,81101
31995,2019,FinScope,0,,81101
32019,2019,FinScope,0,,81101
32066,2019,FinScope,0,5.0,81101
32081,2019,FinScope,0,5.0,81101
32094,2019,FinScope,0,5.0,81102
32119,2019,FinScope,0,5.0,81102
32144,2019,FinScope,0,,81102
32174,2019,FinScope,0,5.0,81102
32193,2019,FinScope,0,,81102
32219,2019,FinScope,0,5.0,81102
32243,2019,FinScope,0,,81102
32268,2019,FinScope,0,,81102
32300,2019,FinScope,0,5.0,81109
32321,2019,FinScope,0,15.0,81109
32348,2019,FinScope,0,,81109
32369,2019,FinScope,0,,81109
32394,2019,FinScope,0,,81109
32424,2019,FinScope,0,,81109
32443,2019,FinScope,0,,81109
32469,2019,FinScope,0,15.0,81109
32531,2019,FinScope,0,,81211
32540,2019,FinScope,0,15.0,81211
32574,2019,FinScope,0,,81211
32584,2019,FinScope,0,,81211
32616,2019,FinScope,0,,81211
32652,2019,FinScope,0,,81211
32680,2019,FinScope,0,5.0,81211
32704,2019,FinScope,0,5.0,81211
32746,2019,FinScope,1,,81219
32754,2019,FinScope,1,,81219
32788,2019,FinScope,1,,81219
32803,2019,FinScope,1,,81219
32829,2019,FinScope,1,25.5,81219
32853,2019,FinScope,1,15.0,81219
32877,2019,FinScope,1,,81219
32941,2019,FinScope,1,,81219
32948,2019,FinScope,1,,82104
32972,2019,FinScope,1,,82104
33016,2019,FinScope,1,,82104
33035,2019,FinScope,1,15.0,82104
33055,2019,FinScope,1,,82104
33074,2019,FinScope,1,,82104
33100,2019,FinScope,1,,82104
33134,2019,FinScope,1,,82104
33163,2019,FinScope,1,,82214
33176,2019,FinScope,1,,82214
33200,2019,FinScope,1,,82214
33226,2019,FinScope,1,,82214
33274,2019,FinScope,1,25.5,82214
33304,2019,FinScope,1,,82214
33323,2019,FinScope,1,,82214
33348,2019,FinScope,1,,82214
33385,2019,FinScope,1,,83102
33448,2019,FinScope,1,,83102
33495,2019,FinScope,1,5.0,83102
33504,2019,FinScope,1,15.0,83102
33526,2019,FinScope,1,,83102
33559,2019,FinScope,1,,83102
33584,2019,FinScope,1,,83102
33609,2019,FinScope,1,,83102
33636,2019,FinScope,1,,83102
33673,2019,FinScope,1,,83102
33688,2019,FinScope,1,,83102
33708,2019,FinScope,1,,83115
33748,2019,FinScope,1,,83115
33770,2019,FinScope,1,15.0,83115
33794,2019,FinScope,1,15.0,83115
33814,2019,FinScope,1,,83115
33838,2019,FinScope,1,,83115
33858,2019,FinScope,1,,83115
33885,2019,FinScope,1,5.0,83205
33944,2019,FinScope,0,,83205
33952,2019,FinScope,0,5.0,83205
33976,2019,FinScope,0,5.0,83205
34001,2019,FinScope,0,,83205
34025,2019,FinScope,0,,83205
34054,2019,FinScope,0,,83205
34082,2019,FinScope,0,,83205
34103,2019,FinScope,1,5.0,83217
34139,2019,FinScope,1,5.0,83217
34150,2019,FinScope,1,,83217
34176,2019,FinScope,1,,83217
34200,2019,FinScope,1,,83217
34225,2019,FinScope,1,,83217
34250,2019,FinScope,1,,83217
34274,2019,FinScope,1,,83217
34305,2019,FinScope,1,5.0,83221
34334,2019,FinScope,1,,83221
34358,2019,FinScope,1,,83221
34384,2019,FinScope,1,,83221
34399,2019,FinScope,1,,83221
34424,2019,FinScope,1,15.0,83221
34454,2019,FinScope,1,,84106
34475,2019,FinScope,1,,84106
34509,2019,FinScope,1,15.0,84106
34531,2019,FinScope,1,15.0,84106
34551,2019,FinScope,1,,84106
34599,2019,FinScope,1,15.0,84106
34602,2019,FinScope,1,,84106
34628,2019,FinScope,1,,84106
34654,2019,FinScope,1,,84113
34682,2019,FinScope,1,,84113
34706,2019,FinScope,1,,84113
34734,2019,FinScope,1,,84113
34759,2019,FinScope,1,,84113
34784,2019,FinScope,1,90.0,84113
34803,2019,FinScope,1,,84113
34843,2019,FinScope,1,,84113
34879,2019,FinScope,1,,84203
34917,2019,FinScope,1,5.0,84203
34926,2019,FinScope,1,5.0,84203
34951,2019,FinScope,1,,84203
34990,2019,FinScope,1,,84203
35001,2019,FinScope,1,,84203
35023,2019,FinScope,1,,84203
35072,2019,FinScope,1,,84203
35116,2019,FinScope,1,,84212
35141,2019,FinScope,1,25.5,84212
35164,2019,FinScope,1,,84212
35178,2019,FinScope,1,,84212
35205,2019,FinScope,1,,84212
35223,2019,FinScope,1,,84212
35247,2019,FinScope,1,,84212
35281,2019,FinScope,0,5.0,85101
35298,2019,FinScope,0,,85101
35329,2019,FinScope,0,,85101
35361,2019,FinScope,0,,85101
35420,2019,FinScope,0,45.5,85101
35422,2019,FinScope,0,,85101
35453,2019,FinScope,0,,85101
35473,2019,FinScope,1,,85105
35511,2019,FinScope,1,,85105
35530,2019,FinScope,1,5.0,85105
35559,2019,FinScope,1,5.0,85105
35579,2019,FinScope,1,,85105
35608,2019,FinScope,1,,85105
35662,2019,FinScope,1,,85105
35670,2019,FinScope,1,,85105
35699,2019,FinScope,1,,85201
35718,2019,FinScope,1,,85201
35745,2019,FinScope,1,,85201
35792,2019,FinScope,1,,85201
35802,2019,FinScope,1,,85201
35822,2019,FinScope,1,,85201
35856,2019,FinScope,1,,85201
35888,2019,FinScope,1,,85201
35909,2019,FinScope,1,15.0,85202
35930,2019,FinScope,1,,85202
35959,2019,FinScope,1,,85202
35983,2019,FinScope,1,,85202
36005,2019,FinScope,1,,85202
36043,2019,FinScope,1,,85202
36070,2019,FinScope,1,,85202
36111,2019,FinScope,1,5.0,85202
36164,2019,FinScope,1,,85202
36170,2019,FinScope,0,,86105
36229,2019,FinScope,0,,86105
36240,2019,FinScope,0,,86105
36260,2019,FinScope,0,,86105
36292,2019,FinScope,1,,86105
36314,2019,FinScope,1,,86105
36335,2019,FinScope,1,,86105
36368,2019,FinScope,1,,86105
36387,2019,FinScope,1,,86112
36424,2019,FinScope,1,,86112
36443,2019,FinScope,1,,86112
36484,2019,FinScope,1,90.0,86112
36490,2019,FinScope,1,,86112
36513,2019,FinScope,1,45.5,86112
36538,2019,FinScope,1,,86112
36567,2019,FinScope,1,,86112
36601,2019,FinScope,1,,86210
36621,2019,FinScope,1,,86210
36650,2019,FinScope,1,,86210
36663,2019,FinScope,1,210.0,86210
36707,2019,FinScope,1,,86210
36714,2019,FinScope,1,,86210
36747,2019,FinScope,1,,86210
36777,2019,FinScope,1,,86210
36792,2019,FinScope,1,,86220
36822,2019,FinScope,1,,86220
36845,2019,FinScope,1,,86220
36873,2019,FinScope,1,,86220
36899,2019,FinScope,1,,86220
36914,2019,FinScope,1,,86220
36952,2019,FinScope,1,,86220
36971,2019,FinScope,1,90.0,86220
36998,2019,FinScope,1,,86225
37031,2019,FinScope,1,,86225
37048,2019,FinScope,1,,86225
37066,2019,FinScope,1,,86225
37099,2019,FinScope,1,,86225
37121,2019,FinScope,1,90.0,86225
37140,2019,FinScope,1,45.5,86225
37165,2019,FinScope,1,,86225
