SETTLEMENT,mobile_agent_distance,domestic_receive,international_receive,means_receive,DISTRICT,match_key,adm2_name,center_lat,center_lon
35214. KANDONKU,5. 61 minutes to less than 2 hours,0,1,NA,35. Foni Bintang Karanai,foni bintang karenai,Foni Bintang Karenai,13.24770411,-16.23840883
35214. KANDONKU,98. Don?t Know,0,0,NA,35. Foni Bintang Karanai,foni bintang karenai,Foni Bintang Karenai,13.24770411,-16.23840883
35214. KANDONKU,98. Don?t Know,0,0,NA,35. Foni Bintang Karanai,foni bintang karenai,Foni Bintang Karenai,13.24770411,-16.23840883
35214. KANDONKU,98. Don?t Know,0,1,3.   Transfer via MFI/Bank,35. Foni Bintang Karanai,foni bintang karenai,Foni Bintang Karenai,13.24770411,-16.23840883
35214. KANDONKU,98. Don?t Know,0,0,NA,35. Foni Bintang Karanai,foni bintang karenai,Foni Bintang Karenai,13.24770411,-16.23840883
36104. BUGINGHA,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,98. Don?t Know,1,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,4. 31 to 60 minutes,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,98. Don?t Know,1,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,98. Don?t Know,1,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36104. BUGINGHA,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,1. Less than 10 minutes,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,1. Less than 10 minutes,0,1,6.   Friends or family,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,98. Don?t Know,0,1,6.   Friends or family,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,98. Don?t Know,0,1,6.   Friends or family,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
36105. BWIAM,98. Don?t Know,0,0,NA,36. Foni Kansala,foni kansala,Foni Kansala,13.23216188,-16.06944803
37111. KALIMOU,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,98. Don?t Know,1,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,5. 61 minutes to less than 2 hours,1,1,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,98. Don?t Know,0,1,6.   Friends or family,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37111. KALIMOU,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,1,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,0,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,1,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
37214. KANKURANG,98. Don?t Know,1,0,NA,37. Foni Bondali,foni bondali,Foni Bondali,13.23518658,-15.94246205
38103. JARROL,98. Don?t Know,0,0,NA,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,98. Don?t Know,0,0,NA,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,98. Don?t Know,1,0,NA,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,98. Don?t Know,0,0,NA,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,98. Don?t Know,0,0,NA,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,3. 21 to 30 minutes,0,1,6.   Friends or family,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,98. Don?t Know,0,0,NA,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
38103. JARROL,98. Don?t Know,0,1,6.   Friends or family,38. Foni Jarrol,foni jarrol,Foni Jarrol,13.22317087,-15.84196862
40201. BANKULING,98. Don?t Know,0,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,1,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,0,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,1,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,0,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,0,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,0,0,NA,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
40201. BANKULING,98. Don?t Know,0,1,6.   Friends or family,40. Kiang West,kiang west,Kiang West,13.34491343,-16.01014
42103. MADINA KAIAF (MADINA SANCHA),1. Less than 10 minutes,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),98. Don?t Know,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),1. Less than 10 minutes,1,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),6. 2 hours to less than -5 hours,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),98. Don?t Know,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),98. Don?t Know,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),98. Don?t Know,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
42103. MADINA KAIAF (MADINA SANCHA),98. Don?t Know,0,0,NA,42. Kiang East,kiang east,Kiang East,13.41841727,-15.64387051
43102. DARUSALAM,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,5. 61 minutes to less than 2 hours,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,5. 61 minutes to less than 2 hours,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43102. DARUSALAM,5. 61 minutes to less than 2 hours,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,1. Less than 10 minutes,1,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,2. 10 to 20 minutes,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,1. Less than 10 minutes,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43115. SOMA,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,0,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
43201. SENO BAJONKI,98. Don?t Know,1,0,NA,43. Jarra West,jarra west,Jarra West,13.4442959,-15.5424886
44206. JALANGBEREH / CROSSMA,98. Don?t Know,0,0,NA,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,4. 31 to 60 minutes,1,0,NA,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,98. Don?t Know,0,0,NA,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,98. Don?t Know,0,1,"8. Combination of many means, one of which is formal",44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,98. Don?t Know,0,0,NA,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,98. Don?t Know,0,0,NA,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,3. 21 to 30 minutes,0,1,6.   Friends or family,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
44206. JALANGBEREH / CROSSMA,98. Don?t Know,0,1,3.   Transfer via MFI/Bank,44. Jarra central,jarra central,Jarra Central,13.41622362,-15.41517549
45119. SUTUKUNG,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,98. Don?t Know,1,1,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,5. 61 minutes to less than 2 hours,1,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,3. 21 to 30 minutes,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,5. 61 minutes to less than 2 hours,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45119. SUTUKUNG,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),4. 31 to 60 minutes,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),2. 10 to 20 minutes,0,1,3.   Transfer via MFI/Bank,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),3. 21 to 30 minutes,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),4. 31 to 60 minutes,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45120. WELLINGARA-BA (BURENG CROSSMA),98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,5. 61 minutes to less than 2 hours,1,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,98. Don?t Know,0,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,3. 21 to 30 minutes,1,1,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
45211. DARSILAMI,3. 21 to 30 minutes,1,0,NA,45. Jarra East,jarra east,Jarra East,13.44765283,-15.26699675
50114. MISSIRANDING,4. 31 to 60 minutes,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,4. 31 to 60 minutes,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,5. 61 minutes to less than 2 hours,1,1,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,98. Don?t Know,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,4. 31 to 60 minutes,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,5. 61 minutes to less than 2 hours,1,1,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,98. Don?t Know,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50114. MISSIRANDING,98. Don?t Know,0,1,6.   Friends or family,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,2. 10 to 20 minutes,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,98. Don?t Know,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,2. 10 to 20 minutes,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,3. 21 to 30 minutes,0,0,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,2. 10 to 20 minutes,0,1,6.   Friends or family,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,3. 21 to 30 minutes,1,1,NA,50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
50130. ESSAU,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",50. Lower Niumi,lower niumi,Lower Niumi,13.50865449,-16.42597742
51105. FASS OMAR CHAHO,4. 31 to 60 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,4. 31 to 60 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,4. 31 to 60 minutes,0,1,6.   Friends or family,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51105. FASS OMAR CHAHO,3. 21 to 30 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,4. 31 to 60 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,5. 61 minutes to less than 2 hours,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,4. 31 to 60 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51202. CHAMEN SOSSEH,5. 61 minutes to less than 2 hours,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,4. 31 to 60 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,5. 61 minutes to less than 2 hours,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,4. 31 to 60 minutes,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,6. 2 hours to less than -5 hours,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,6. 2 hours to less than -5 hours,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,5. 61 minutes to less than 2 hours,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
51227. SAMI TENDA,98. Don?t Know,0,0,NA,51. Upper Niumi,upper niumi,Upper Niumi,13.42857617,-16.33776679
52106. CHESEY MAJAW,5. 61 minutes to less than 2 hours,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,4. 31 to 60 minutes,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,5. 61 minutes to less than 2 hours,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,4. 31 to 60 minutes,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52106. CHESEY MAJAW,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,4. 31 to 60 minutes,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,6. 2 hours to less than -5 hours,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,4. 31 to 60 minutes,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
52201. MISSIRA ALAGIE KARU,98. Don?t Know,0,0,NA,52. Jokadu,jokadu,Jokadu,13.50856583,-16.14862108
53209. SAABA,3. 21 to 30 minutes,0,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,4. 31 to 60 minutes,0,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,98. Don?t Know,1,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,98. Don?t Know,0,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,5. 61 minutes to less than 2 hours,0,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,98. Don?t Know,1,1,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,98. Don?t Know,0,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
53209. SAABA,98. Don?t Know,1,0,NA,53. Lower Badibu,lower baddibu,Lower Baddibu,13.51908561,-16.03360105
54101. SARE BIROM KUNDA,5. 61 minutes to less than 2 hours,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,4. 31 to 60 minutes,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,5. 61 minutes to less than 2 hours,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,5. 61 minutes to less than 2 hours,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,4. 31 to 60 minutes,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54101. SARE BIROM KUNDA,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,5. 61 minutes to less than 2 hours,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,4. 31 to 60 minutes,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,4. 31 to 60 minutes,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54114. NAWLERU,98. Don?t Know,1,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,5. 61 minutes to less than 2 hours,0,1,9.  Combination of many informal means,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,5. 61 minutes to less than 2 hours,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,4. 31 to 60 minutes,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,98. Don?t Know,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,4. 31 to 60 minutes,0,0,NA,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,98. Don?t Know,0,1,9.  Combination of many informal means,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
54207. SALLIKENNI,98. Don?t Know,0,1,6.   Friends or family,54. Central Badibu,central baddibu,Central Baddibu,13.52317624,-15.92016905
55118. NO-KUNDA,98. Don?t Know,1,0,NA,55. Illiasa,illiassa,Illiassa,13.52714496,-15.70381995
