SETTLEMENT,mobile_agent_distance,domestic_receive,international_receive,means_receive,DISTRICT,match_key,adm2_name,center_lat,center_lon
74125. Mabali Koto,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74125. Mabali Koto,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,5. 61 minutes to less than 2 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,5. 61 minutes to less than 2 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,98. Don?t Know,1,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74203. Jahanka,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,5. 61 minutes to less than 2 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,5. 61 minutes to less than 2 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,98. Don?t Know,1,1,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74208. Mbull Manda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,0,1,3.   Transfer via MFI/Bank,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,0,1,6.   Friends or family,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,98. Don?t Know,1,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,NA,NA,NA,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74320. Santanto Bubu,3. 21 to 30 minutes,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),6. 2 hours to less than -5 hours,1,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74409. Gabou Faramba (Sinchu Faramba),98. Don?t Know,0,1,"8. Combination of many means, one of which is formal",74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74412. Jallow Kunda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74412. Jallow Kunda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74412. Jallow Kunda,98. Don?t Know,1,1,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74412. Jallow Kunda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74412. Jallow Kunda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74412. Jallow Kunda,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,6. 2 hours to less than -5 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,6. 2 hours to less than -5 hours,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
74414. Kerewan Lang Kuta,98. Don?t Know,0,0,NA,74. Upper Fuladu West,upper fuladu west,Upper Fuladu West,13.4456963,-14.73605134
75101. Janjanbureh,98. Don?t Know,1,0,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,98. Don?t Know,0,0,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,98. Don?t Know,0,0,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,98. Don?t Know,0,0,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,98. Don?t Know,0,0,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,98. Don?t Know,1,1,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,98. Don?t Know,1,1,NA,75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
75101. Janjanbureh,3. 21 to 30 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",75. Janjanbureh,janjanbureh,Janjanbureh,13.54118185,-14.77531817
84212. Kulari,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",8,8,NA,NA,NA
81101. Allunkhareh,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,2. 10 to 20 minutes,0,1,6.   Friends or family,81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,2. 10 to 20 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,1. Less than 10 minutes,1,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81101. Allunkhareh,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81102. Basse Santo-Su,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,2. 10 to 20 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81109. Koba Kunda,2. 10 to 20 minutes,1,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,2. 10 to 20 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81211. Sabi,1. Less than 10 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,98. Don?t Know,0,1,9.  Combination of many informal means,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,3. 21 to 30 minutes,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,2. 10 to 20 minutes,0,1,6.   Friends or family,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,98. Don?t Know,0,0,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
81219. Touba Tafsir,98. Don?t Know,1,1,NA,81. Basse,basse,Basse,13.29622552,-14.20845361
82104. Dandu,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,98. Don?t Know,0,1,6.   Friends or family,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,2. 10 to 20 minutes,0,1,6.   Friends or family,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82104. Dandu,98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,1,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,0,1,6.   Friends or family,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,0,1,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),3. 21 to 30 minutes,0,1,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",82. Tumana,tumana,Tumana,13.36906675,-14.08489406
82214. Sare Alpha (Diabugu Alpha),98. Don?t Know,0,0,NA,82. Tumana,tumana,Tumana,13.36906675,-14.08489406
83102. Garawol,98. Don?t Know,1,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,1,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,1. Less than 10 minutes,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,2. 10 to 20 minutes,0,1,3.   Transfer via MFI/Bank,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83102. Garawol,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,98. Don?t Know,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,2. 10 to 20 minutes,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,2. 10 to 20 minutes,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,98. Don?t Know,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83115. Suduwol,98. Don?t Know,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,1. Less than 10 minutes,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,98. Don?t Know,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,1. Less than 10 minutes,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,1. Less than 10 minutes,1,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,98. Don?t Know,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83205. Fatoto,98. Don?t Know,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,1. Less than 10 minutes,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,1. Less than 10 minutes,0,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,98. Don?t Know,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,98. Don?t Know,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,98. Don?t Know,1,1,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83217. Koina,98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83221. Madina Fula / Sare Sibo (Sibo Kunda),1. Less than 10 minutes,0,1,6.   Friends or family,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83221. Madina Fula / Sare Sibo (Sibo Kunda),98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83221. Madina Fula / Sare Sibo (Sibo Kunda),98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83221. Madina Fula / Sare Sibo (Sibo Kunda),98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83221. Madina Fula / Sare Sibo (Sibo Kunda),98. Don?t Know,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
83221. Madina Fula / Sare Sibo (Sibo Kunda),2. 10 to 20 minutes,0,0,NA,83. Kantora,kantora,Kantora,13.41360389,-13.95488854
84106. Kerewan,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,2. 10 to 20 minutes,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,2. 10 to 20 minutes,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,2. 10 to 20 minutes,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,98. Don?t Know,1,1,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84106. Kerewan,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,5. 61 minutes to less than 2 hours,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,1,6.   Friends or family,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84113. Touba Wuli,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,98. Don?t Know,0,1,6.   Friends or family,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,1. Less than 10 minutes,1,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,1. Less than 10 minutes,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84203. Chamoi Charlie,98. Don?t Know,1,1,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,3. 21 to 30 minutes,0,1,6.   Friends or family,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,98. Don?t Know,0,0,NA,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
84212. Kulari,98. Don?t Know,0,1,6.   Friends or family,84. Wuli West,wuli west,Wuli West,13.42862998,-14.17267461
85101. Baja Kunda,1. Less than 10 minutes,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85101. Baja Kunda,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85101. Baja Kunda,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85101. Baja Kunda,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85101. Baja Kunda,4. 31 to 60 minutes,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85101. Baja Kunda,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85101. Baja Kunda,98. Don?t Know,1,1,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,98. Don?t Know,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,1. Less than 10 minutes,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,1. Less than 10 minutes,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85105. Boro Kanda Kasseh,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,0,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,1,1,NA,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
85201. Madina Yoro /Banni Bakala,98. Don?t Know,0,1,6.   Friends or family,85. Wuli East,wuli east,Wuli East,13.47804293,-13.99863044
